,variables
5371,Merch_des_state_zip_unique_count_for_Merch_num_state_7
5372,Merch_des_state_zip_unique_count_for_Merch_num_state_14
5373,Merch_des_state_zip_unique_count_for_Merch_num_state_30
5374,Merch_des_state_zip_unique_count_for_Merch_num_state_60
5375,Merch_des_state_zip_unique_count_for_Merch_num_zip_0
5376,Merch_des_state_zip_unique_count_for_Merch_num_zip_1
5377,Merch_des_state_zip_unique_count_for_Merch_num_zip_3
5378,Merch_des_state_zip_unique_count_for_Merch_num_zip_7
5379,Merch_des_state_zip_unique_count_for_Merch_num_zip_14
5380,Merch_des_state_zip_unique_count_for_Merch_num_zip_30
5381,Merch_des_state_zip_unique_count_for_Merch_num_zip_60
5382,Merch_des_state_zip_unique_count_for_Merch_des_state_0
5383,Merch_des_state_zip_unique_count_for_Merch_des_state_1
5384,Merch_des_state_zip_unique_count_for_Merch_des_state_3
5385,Merch_des_state_zip_unique_count_for_Merch_des_state_7
5386,Merch_des_state_zip_unique_count_for_Merch_des_state_14
5387,Merch_des_state_zip_unique_count_for_Merch_des_state_30
5388,Merch_des_state_zip_unique_count_for_Merch_des_state_60
5389,Merch_des_state_zip_unique_count_for_Merch_des_zip_0
5390,Merch_des_state_zip_unique_count_for_Merch_des_zip_1
5391,Merch_des_state_zip_unique_count_for_Merch_des_zip_3
5392,Merch_des_state_zip_unique_count_for_Merch_des_zip_7
5393,Merch_des_state_zip_unique_count_for_Merch_des_zip_14
5394,Merch_des_state_zip_unique_count_for_Merch_des_zip_30
5395,Merch_des_state_zip_unique_count_for_Merch_des_zip_60
5396,Merch_des_state_zip_unique_count_for_Merch_state_zip_0
5397,Merch_des_state_zip_unique_count_for_Merch_state_zip_1
5398,Merch_des_state_zip_unique_count_for_Merch_state_zip_3
5399,Merch_des_state_zip_unique_count_for_Merch_state_zip_7
5400,Merch_des_state_zip_unique_count_for_Merch_state_zip_14
5401,Merch_des_state_zip_unique_count_for_Merch_state_zip_30
5402,Merch_des_state_zip_unique_count_for_Merch_state_zip_60
5403,Merch_des_state_zip_unique_count_for_Merch_num_des_state_0
5404,Merch_des_state_zip_unique_count_for_Merch_num_des_state_1
5405,Merch_des_state_zip_unique_count_for_Merch_num_des_state_3
5406,Merch_des_state_zip_unique_count_for_Merch_num_des_state_7
5407,Merch_des_state_zip_unique_count_for_Merch_num_des_state_14
5408,Merch_des_state_zip_unique_count_for_Merch_num_des_state_30
5409,Merch_des_state_zip_unique_count_for_Merch_num_des_state_60
5410,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_0
5411,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_1
5412,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_3
5413,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_7
5414,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_14
5415,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_30
5416,Merch_des_state_zip_unique_count_for_Merch_num_des_zip_60
5417,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_0
5418,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_1
5419,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_3
5420,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_7
5421,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_14
5422,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_30
5423,Merch_des_state_zip_unique_count_for_Merch_num_state_zip_60
5424,Merch_des_state_zip_unique_count_for_Merch_all_info_0
5425,Merch_des_state_zip_unique_count_for_Merch_all_info_1
5426,Merch_des_state_zip_unique_count_for_Merch_all_info_3
5427,Merch_des_state_zip_unique_count_for_Merch_all_info_7
5428,Merch_des_state_zip_unique_count_for_Merch_all_info_14
5429,Merch_des_state_zip_unique_count_for_Merch_all_info_30
5430,Merch_des_state_zip_unique_count_for_Merch_all_info_60
5431,Merch_des_state_zip_unique_count_for_card_Merchnum_0
5432,Merch_des_state_zip_unique_count_for_card_Merchnum_1
5433,Merch_des_state_zip_unique_count_for_card_Merchnum_3
5434,Merch_des_state_zip_unique_count_for_card_Merchnum_7
5435,Merch_des_state_zip_unique_count_for_card_Merchnum_14
5436,Merch_des_state_zip_unique_count_for_card_Merchnum_30
5437,Merch_des_state_zip_unique_count_for_card_Merchnum_60
5438,Merch_des_state_zip_unique_count_for_card_Merch_description_0
5439,Merch_des_state_zip_unique_count_for_card_Merch_description_1
5440,Merch_des_state_zip_unique_count_for_card_Merch_description_3
5441,Merch_des_state_zip_unique_count_for_card_Merch_description_7
5442,Merch_des_state_zip_unique_count_for_card_Merch_description_14
5443,Merch_des_state_zip_unique_count_for_card_Merch_description_30
5444,Merch_des_state_zip_unique_count_for_card_Merch_description_60
5445,Merch_des_state_zip_unique_count_for_card_Merch_state_0
5446,Merch_des_state_zip_unique_count_for_card_Merch_state_1
5447,Merch_des_state_zip_unique_count_for_card_Merch_state_3
5448,Merch_des_state_zip_unique_count_for_card_Merch_state_7
5449,Merch_des_state_zip_unique_count_for_card_Merch_state_14
5450,Merch_des_state_zip_unique_count_for_card_Merch_state_30
5451,Merch_des_state_zip_unique_count_for_card_Merch_state_60
5452,Merch_des_state_zip_unique_count_for_card_Merch_zip_0
5453,Merch_des_state_zip_unique_count_for_card_Merch_zip_1
5454,Merch_des_state_zip_unique_count_for_card_Merch_zip_3
5455,Merch_des_state_zip_unique_count_for_card_Merch_zip_7
5456,Merch_des_state_zip_unique_count_for_card_Merch_zip_14
5457,Merch_des_state_zip_unique_count_for_card_Merch_zip_30
5458,Merch_des_state_zip_unique_count_for_card_Merch_zip_60
5459,Merch_des_state_zip_unique_count_for_card_Merch_num_des_0
5460,Merch_des_state_zip_unique_count_for_card_Merch_num_des_1
5461,Merch_des_state_zip_unique_count_for_card_Merch_num_des_3
5462,Merch_des_state_zip_unique_count_for_card_Merch_num_des_7
5463,Merch_des_state_zip_unique_count_for_card_Merch_num_des_14
5464,Merch_des_state_zip_unique_count_for_card_Merch_num_des_30
5465,Merch_des_state_zip_unique_count_for_card_Merch_num_des_60
5466,Merch_des_state_zip_unique_count_for_card_Merch_num_state_0
5467,Merch_des_state_zip_unique_count_for_card_Merch_num_state_1
5468,Merch_des_state_zip_unique_count_for_card_Merch_num_state_3
5469,Merch_des_state_zip_unique_count_for_card_Merch_num_state_7
5470,Merch_des_state_zip_unique_count_for_card_Merch_num_state_14
5471,Merch_des_state_zip_unique_count_for_card_Merch_num_state_30
5472,Merch_des_state_zip_unique_count_for_card_Merch_num_state_60
5473,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_0
5474,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_1
5475,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_3
5476,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_7
5477,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_14
5478,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_30
5479,Merch_des_state_zip_unique_count_for_card_Merch_num_zip_60
5480,Merch_des_state_zip_unique_count_for_card_Merch_des_state_0
5481,Merch_des_state_zip_unique_count_for_card_Merch_des_state_1
5482,Merch_des_state_zip_unique_count_for_card_Merch_des_state_3
5483,Merch_des_state_zip_unique_count_for_card_Merch_des_state_7
5484,Merch_des_state_zip_unique_count_for_card_Merch_des_state_14
5485,Merch_des_state_zip_unique_count_for_card_Merch_des_state_30
5486,Merch_des_state_zip_unique_count_for_card_Merch_des_state_60
5487,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_0
5488,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_1
5489,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_3
5490,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_7
5491,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_14
5492,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_30
5493,Merch_des_state_zip_unique_count_for_card_Merch_des_zip_60
5494,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_0
5495,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_1
5496,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_3
5497,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_7
5498,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_14
5499,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_30
5500,Merch_des_state_zip_unique_count_for_card_Merch_state_zip_60
5501,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_0
5502,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_1
5503,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_3
5504,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_7
5505,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_14
5506,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_30
5507,Merch_des_state_zip_unique_count_for_card_Merch_num_des_state_60
5508,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_0
5509,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_1
5510,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_3
5511,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_7
5512,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_14
5513,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_30
5514,Merch_des_state_zip_unique_count_for_card_Merch_num_des_zip_60
5515,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_0
5516,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_1
5517,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_3
5518,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_7
5519,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_14
5520,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_30
5521,Merch_des_state_zip_unique_count_for_card_Merch_num_state_zip_60
5522,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_0
5523,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_1
5524,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_3
5525,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_7
5526,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_14
5527,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_30
5528,Merch_des_state_zip_unique_count_for_card_Merch_des_state_zip_60
5529,Merch_des_state_zip_unique_count_for_card_Merch_all_info_0
5530,Merch_des_state_zip_unique_count_for_card_Merch_all_info_1
5531,Merch_des_state_zip_unique_count_for_card_Merch_all_info_3
5532,Merch_des_state_zip_unique_count_for_card_Merch_all_info_7
5533,Merch_des_state_zip_unique_count_for_card_Merch_all_info_14
5534,Merch_des_state_zip_unique_count_for_card_Merch_all_info_30
5535,Merch_des_state_zip_unique_count_for_card_Merch_all_info_60
5536,Merch_all_info_unique_count_for_Cardnum_0
5537,Merch_all_info_unique_count_for_Cardnum_1
5538,Merch_all_info_unique_count_for_Cardnum_3
5539,Merch_all_info_unique_count_for_Cardnum_7
5540,Merch_all_info_unique_count_for_Cardnum_14
5541,Merch_all_info_unique_count_for_Cardnum_30
5542,Merch_all_info_unique_count_for_Cardnum_60
5543,Merch_all_info_unique_count_for_Merchnum_0
5544,Merch_all_info_unique_count_for_Merchnum_1
5545,Merch_all_info_unique_count_for_Merchnum_3
5546,Merch_all_info_unique_count_for_Merchnum_7
5547,Merch_all_info_unique_count_for_Merchnum_14
5548,Merch_all_info_unique_count_for_Merchnum_30
5549,Merch_all_info_unique_count_for_Merchnum_60
5550,Merch_all_info_unique_count_for_Merch_description_0
5551,Merch_all_info_unique_count_for_Merch_description_1
5552,Merch_all_info_unique_count_for_Merch_description_3
5553,Merch_all_info_unique_count_for_Merch_description_7
5554,Merch_all_info_unique_count_for_Merch_description_14
5555,Merch_all_info_unique_count_for_Merch_description_30
5556,Merch_all_info_unique_count_for_Merch_description_60
5557,Merch_all_info_unique_count_for_Merch_num_des_0
5558,Merch_all_info_unique_count_for_Merch_num_des_1
5559,Merch_all_info_unique_count_for_Merch_num_des_3
5560,Merch_all_info_unique_count_for_Merch_num_des_7
5561,Merch_all_info_unique_count_for_Merch_num_des_14
5562,Merch_all_info_unique_count_for_Merch_num_des_30
5563,Merch_all_info_unique_count_for_Merch_num_des_60
5564,Merch_all_info_unique_count_for_Merch_num_state_0
5565,Merch_all_info_unique_count_for_Merch_num_state_1
5566,Merch_all_info_unique_count_for_Merch_num_state_3
5567,Merch_all_info_unique_count_for_Merch_num_state_7
5568,Merch_all_info_unique_count_for_Merch_num_state_14
5569,Merch_all_info_unique_count_for_Merch_num_state_30
5570,Merch_all_info_unique_count_for_Merch_num_state_60
5571,Merch_all_info_unique_count_for_Merch_num_zip_0
5572,Merch_all_info_unique_count_for_Merch_num_zip_1
5573,Merch_all_info_unique_count_for_Merch_num_zip_3
5574,Merch_all_info_unique_count_for_Merch_num_zip_7
5575,Merch_all_info_unique_count_for_Merch_num_zip_14
5576,Merch_all_info_unique_count_for_Merch_num_zip_30
5577,Merch_all_info_unique_count_for_Merch_num_zip_60
5578,Merch_all_info_unique_count_for_Merch_des_state_0
5579,Merch_all_info_unique_count_for_Merch_des_state_1
5580,Merch_all_info_unique_count_for_Merch_des_state_3
5581,Merch_all_info_unique_count_for_Merch_des_state_7
5582,Merch_all_info_unique_count_for_Merch_des_state_14
5583,Merch_all_info_unique_count_for_Merch_des_state_30
5584,Merch_all_info_unique_count_for_Merch_des_state_60
5585,Merch_all_info_unique_count_for_Merch_des_zip_0
5586,Merch_all_info_unique_count_for_Merch_des_zip_1
5587,Merch_all_info_unique_count_for_Merch_des_zip_3
5588,Merch_all_info_unique_count_for_Merch_des_zip_7
5589,Merch_all_info_unique_count_for_Merch_des_zip_14
5590,Merch_all_info_unique_count_for_Merch_des_zip_30
5591,Merch_all_info_unique_count_for_Merch_des_zip_60
5592,Merch_all_info_unique_count_for_Merch_state_zip_0
5593,Merch_all_info_unique_count_for_Merch_state_zip_1
5594,Merch_all_info_unique_count_for_Merch_state_zip_3
5595,Merch_all_info_unique_count_for_Merch_state_zip_7
5596,Merch_all_info_unique_count_for_Merch_state_zip_14
5597,Merch_all_info_unique_count_for_Merch_state_zip_30
5598,Merch_all_info_unique_count_for_Merch_state_zip_60
5599,Merch_all_info_unique_count_for_Merch_num_des_state_0
5600,Merch_all_info_unique_count_for_Merch_num_des_state_1
5601,Merch_all_info_unique_count_for_Merch_num_des_state_3
5602,Merch_all_info_unique_count_for_Merch_num_des_state_7
5603,Merch_all_info_unique_count_for_Merch_num_des_state_14
5604,Merch_all_info_unique_count_for_Merch_num_des_state_30
5605,Merch_all_info_unique_count_for_Merch_num_des_state_60
5606,Merch_all_info_unique_count_for_Merch_num_des_zip_0
5607,Merch_all_info_unique_count_for_Merch_num_des_zip_1
5608,Merch_all_info_unique_count_for_Merch_num_des_zip_3
5609,Merch_all_info_unique_count_for_Merch_num_des_zip_7
5610,Merch_all_info_unique_count_for_Merch_num_des_zip_14
5611,Merch_all_info_unique_count_for_Merch_num_des_zip_30
5612,Merch_all_info_unique_count_for_Merch_num_des_zip_60
5613,Merch_all_info_unique_count_for_Merch_num_state_zip_0
5614,Merch_all_info_unique_count_for_Merch_num_state_zip_1
5615,Merch_all_info_unique_count_for_Merch_num_state_zip_3
5616,Merch_all_info_unique_count_for_Merch_num_state_zip_7
5617,Merch_all_info_unique_count_for_Merch_num_state_zip_14
5618,Merch_all_info_unique_count_for_Merch_num_state_zip_30
5619,Merch_all_info_unique_count_for_Merch_num_state_zip_60
5620,Merch_all_info_unique_count_for_Merch_des_state_zip_0
5621,Merch_all_info_unique_count_for_Merch_des_state_zip_1
5622,Merch_all_info_unique_count_for_Merch_des_state_zip_3
5623,Merch_all_info_unique_count_for_Merch_des_state_zip_7
5624,Merch_all_info_unique_count_for_Merch_des_state_zip_14
5625,Merch_all_info_unique_count_for_Merch_des_state_zip_30
5626,Merch_all_info_unique_count_for_Merch_des_state_zip_60
5627,Merch_all_info_unique_count_for_card_Merchnum_0
5628,Merch_all_info_unique_count_for_card_Merchnum_1
5629,Merch_all_info_unique_count_for_card_Merchnum_3
5630,Merch_all_info_unique_count_for_card_Merchnum_7
5631,Merch_all_info_unique_count_for_card_Merchnum_14
5632,Merch_all_info_unique_count_for_card_Merchnum_30
5633,Merch_all_info_unique_count_for_card_Merchnum_60
5634,Merch_all_info_unique_count_for_card_Merch_description_0
5635,Merch_all_info_unique_count_for_card_Merch_description_1
5636,Merch_all_info_unique_count_for_card_Merch_description_3
5637,Merch_all_info_unique_count_for_card_Merch_description_7
5638,Merch_all_info_unique_count_for_card_Merch_description_14
5639,Merch_all_info_unique_count_for_card_Merch_description_30
5640,Merch_all_info_unique_count_for_card_Merch_description_60
5641,Merch_all_info_unique_count_for_card_Merch_state_0
5642,Merch_all_info_unique_count_for_card_Merch_state_1
5643,Merch_all_info_unique_count_for_card_Merch_state_3
5644,Merch_all_info_unique_count_for_card_Merch_state_7
5645,Merch_all_info_unique_count_for_card_Merch_state_14
5646,Merch_all_info_unique_count_for_card_Merch_state_30
5647,Merch_all_info_unique_count_for_card_Merch_state_60
5648,Merch_all_info_unique_count_for_card_Merch_zip_0
5649,Merch_all_info_unique_count_for_card_Merch_zip_1
5650,Merch_all_info_unique_count_for_card_Merch_zip_3
5651,Merch_all_info_unique_count_for_card_Merch_zip_7
5652,Merch_all_info_unique_count_for_card_Merch_zip_14
5653,Merch_all_info_unique_count_for_card_Merch_zip_30
5654,Merch_all_info_unique_count_for_card_Merch_zip_60
5655,Merch_all_info_unique_count_for_card_Merch_num_des_0
5656,Merch_all_info_unique_count_for_card_Merch_num_des_1
5657,Merch_all_info_unique_count_for_card_Merch_num_des_3
5658,Merch_all_info_unique_count_for_card_Merch_num_des_7
5659,Merch_all_info_unique_count_for_card_Merch_num_des_14
5660,Merch_all_info_unique_count_for_card_Merch_num_des_30
5661,Merch_all_info_unique_count_for_card_Merch_num_des_60
5662,Merch_all_info_unique_count_for_card_Merch_num_state_0
5663,Merch_all_info_unique_count_for_card_Merch_num_state_1
5664,Merch_all_info_unique_count_for_card_Merch_num_state_3
5665,Merch_all_info_unique_count_for_card_Merch_num_state_7
5666,Merch_all_info_unique_count_for_card_Merch_num_state_14
5667,Merch_all_info_unique_count_for_card_Merch_num_state_30
5668,Merch_all_info_unique_count_for_card_Merch_num_state_60
5669,Merch_all_info_unique_count_for_card_Merch_num_zip_0
5670,Merch_all_info_unique_count_for_card_Merch_num_zip_1
5671,Merch_all_info_unique_count_for_card_Merch_num_zip_3
5672,Merch_all_info_unique_count_for_card_Merch_num_zip_7
5673,Merch_all_info_unique_count_for_card_Merch_num_zip_14
5674,Merch_all_info_unique_count_for_card_Merch_num_zip_30
5675,Merch_all_info_unique_count_for_card_Merch_num_zip_60
5676,Merch_all_info_unique_count_for_card_Merch_des_state_0
5677,Merch_all_info_unique_count_for_card_Merch_des_state_1
5678,Merch_all_info_unique_count_for_card_Merch_des_state_3
5679,Merch_all_info_unique_count_for_card_Merch_des_state_7
5680,Merch_all_info_unique_count_for_card_Merch_des_state_14
5681,Merch_all_info_unique_count_for_card_Merch_des_state_30
5682,Merch_all_info_unique_count_for_card_Merch_des_state_60
5683,Merch_all_info_unique_count_for_card_Merch_des_zip_0
5684,Merch_all_info_unique_count_for_card_Merch_des_zip_1
5685,Merch_all_info_unique_count_for_card_Merch_des_zip_3
5686,Merch_all_info_unique_count_for_card_Merch_des_zip_7
5687,Merch_all_info_unique_count_for_card_Merch_des_zip_14
5688,Merch_all_info_unique_count_for_card_Merch_des_zip_30
5689,Merch_all_info_unique_count_for_card_Merch_des_zip_60
5690,Merch_all_info_unique_count_for_card_Merch_state_zip_0
5691,Merch_all_info_unique_count_for_card_Merch_state_zip_1
5692,Merch_all_info_unique_count_for_card_Merch_state_zip_3
5693,Merch_all_info_unique_count_for_card_Merch_state_zip_7
5694,Merch_all_info_unique_count_for_card_Merch_state_zip_14
5695,Merch_all_info_unique_count_for_card_Merch_state_zip_30
5696,Merch_all_info_unique_count_for_card_Merch_state_zip_60
5697,Merch_all_info_unique_count_for_card_Merch_num_des_state_0
5698,Merch_all_info_unique_count_for_card_Merch_num_des_state_1
5699,Merch_all_info_unique_count_for_card_Merch_num_des_state_3
5700,Merch_all_info_unique_count_for_card_Merch_num_des_state_7
5701,Merch_all_info_unique_count_for_card_Merch_num_des_state_14
5702,Merch_all_info_unique_count_for_card_Merch_num_des_state_30
5703,Merch_all_info_unique_count_for_card_Merch_num_des_state_60
5704,Merch_all_info_unique_count_for_card_Merch_num_des_zip_0
5705,Merch_all_info_unique_count_for_card_Merch_num_des_zip_1
5706,Merch_all_info_unique_count_for_card_Merch_num_des_zip_3
5707,Merch_all_info_unique_count_for_card_Merch_num_des_zip_7
5708,Merch_all_info_unique_count_for_card_Merch_num_des_zip_14
5709,Merch_all_info_unique_count_for_card_Merch_num_des_zip_30
5710,Merch_all_info_unique_count_for_card_Merch_num_des_zip_60
5711,Merch_all_info_unique_count_for_card_Merch_num_state_zip_0
5712,Merch_all_info_unique_count_for_card_Merch_num_state_zip_1
5713,Merch_all_info_unique_count_for_card_Merch_num_state_zip_3
5714,Merch_all_info_unique_count_for_card_Merch_num_state_zip_7
5715,Merch_all_info_unique_count_for_card_Merch_num_state_zip_14
5716,Merch_all_info_unique_count_for_card_Merch_num_state_zip_30
5717,Merch_all_info_unique_count_for_card_Merch_num_state_zip_60
5718,Merch_all_info_unique_count_for_card_Merch_des_state_zip_0
5719,Merch_all_info_unique_count_for_card_Merch_des_state_zip_1
5720,Merch_all_info_unique_count_for_card_Merch_des_state_zip_3
5721,Merch_all_info_unique_count_for_card_Merch_des_state_zip_7
5722,Merch_all_info_unique_count_for_card_Merch_des_state_zip_14
5723,Merch_all_info_unique_count_for_card_Merch_des_state_zip_30
5724,Merch_all_info_unique_count_for_card_Merch_des_state_zip_60
5725,Merch_all_info_unique_count_for_card_Merch_all_info_0
5726,Merch_all_info_unique_count_for_card_Merch_all_info_1
5727,Merch_all_info_unique_count_for_card_Merch_all_info_3
5728,Merch_all_info_unique_count_for_card_Merch_all_info_7
5729,Merch_all_info_unique_count_for_card_Merch_all_info_14
5730,Merch_all_info_unique_count_for_card_Merch_all_info_30
5731,Merch_all_info_unique_count_for_card_Merch_all_info_60
5732,card_Merchnum_unique_count_for_Cardnum_0
5733,card_Merchnum_unique_count_for_Cardnum_1
5734,card_Merchnum_unique_count_for_Cardnum_3
5735,card_Merchnum_unique_count_for_Cardnum_7
5736,card_Merchnum_unique_count_for_Cardnum_14
5737,card_Merchnum_unique_count_for_Cardnum_30
5738,card_Merchnum_unique_count_for_Cardnum_60
5739,card_Merchnum_unique_count_for_Merchnum_0
5740,card_Merchnum_unique_count_for_Merchnum_1
5741,card_Merchnum_unique_count_for_Merchnum_3
5742,card_Merchnum_unique_count_for_Merchnum_7
5743,card_Merchnum_unique_count_for_Merchnum_14
5744,card_Merchnum_unique_count_for_Merchnum_30
5745,card_Merchnum_unique_count_for_Merchnum_60
5746,card_Merchnum_unique_count_for_Merch_description_0
5747,card_Merchnum_unique_count_for_Merch_description_1
5748,card_Merchnum_unique_count_for_Merch_description_3
5749,card_Merchnum_unique_count_for_Merch_description_7
5750,card_Merchnum_unique_count_for_Merch_description_14
5751,card_Merchnum_unique_count_for_Merch_description_30
5752,card_Merchnum_unique_count_for_Merch_description_60
5753,card_Merchnum_unique_count_for_Merch_num_des_0
5754,card_Merchnum_unique_count_for_Merch_num_des_1
5755,card_Merchnum_unique_count_for_Merch_num_des_3
5756,card_Merchnum_unique_count_for_Merch_num_des_7
5757,card_Merchnum_unique_count_for_Merch_num_des_14
5758,card_Merchnum_unique_count_for_Merch_num_des_30
5759,card_Merchnum_unique_count_for_Merch_num_des_60
5760,card_Merchnum_unique_count_for_Merch_num_state_0
5761,card_Merchnum_unique_count_for_Merch_num_state_1
5762,card_Merchnum_unique_count_for_Merch_num_state_3
5763,card_Merchnum_unique_count_for_Merch_num_state_7
5764,card_Merchnum_unique_count_for_Merch_num_state_14
5765,card_Merchnum_unique_count_for_Merch_num_state_30
5766,card_Merchnum_unique_count_for_Merch_num_state_60
5767,card_Merchnum_unique_count_for_Merch_num_zip_0
5768,card_Merchnum_unique_count_for_Merch_num_zip_1
5769,card_Merchnum_unique_count_for_Merch_num_zip_3
5770,card_Merchnum_unique_count_for_Merch_num_zip_7
5771,card_Merchnum_unique_count_for_Merch_num_zip_14
5772,card_Merchnum_unique_count_for_Merch_num_zip_30
5773,card_Merchnum_unique_count_for_Merch_num_zip_60
5774,card_Merchnum_unique_count_for_Merch_des_state_0
5775,card_Merchnum_unique_count_for_Merch_des_state_1
5776,card_Merchnum_unique_count_for_Merch_des_state_3
5777,card_Merchnum_unique_count_for_Merch_des_state_7
5778,card_Merchnum_unique_count_for_Merch_des_state_14
5779,card_Merchnum_unique_count_for_Merch_des_state_30
5780,card_Merchnum_unique_count_for_Merch_des_state_60
5781,card_Merchnum_unique_count_for_Merch_des_zip_0
5782,card_Merchnum_unique_count_for_Merch_des_zip_1
5783,card_Merchnum_unique_count_for_Merch_des_zip_3
5784,card_Merchnum_unique_count_for_Merch_des_zip_7
5785,card_Merchnum_unique_count_for_Merch_des_zip_14
5786,card_Merchnum_unique_count_for_Merch_des_zip_30
5787,card_Merchnum_unique_count_for_Merch_des_zip_60
5788,card_Merchnum_unique_count_for_Merch_state_zip_0
5789,card_Merchnum_unique_count_for_Merch_state_zip_1
5790,card_Merchnum_unique_count_for_Merch_state_zip_3
5791,card_Merchnum_unique_count_for_Merch_state_zip_7
5792,card_Merchnum_unique_count_for_Merch_state_zip_14
5793,card_Merchnum_unique_count_for_Merch_state_zip_30
5794,card_Merchnum_unique_count_for_Merch_state_zip_60
5795,card_Merchnum_unique_count_for_Merch_num_des_state_0
5796,card_Merchnum_unique_count_for_Merch_num_des_state_1
5797,card_Merchnum_unique_count_for_Merch_num_des_state_3
5798,card_Merchnum_unique_count_for_Merch_num_des_state_7
5799,card_Merchnum_unique_count_for_Merch_num_des_state_14
5800,card_Merchnum_unique_count_for_Merch_num_des_state_30
5801,card_Merchnum_unique_count_for_Merch_num_des_state_60
5802,card_Merchnum_unique_count_for_Merch_num_des_zip_0
5803,card_Merchnum_unique_count_for_Merch_num_des_zip_1
5804,card_Merchnum_unique_count_for_Merch_num_des_zip_3
5805,card_Merchnum_unique_count_for_Merch_num_des_zip_7
5806,card_Merchnum_unique_count_for_Merch_num_des_zip_14
5807,card_Merchnum_unique_count_for_Merch_num_des_zip_30
5808,card_Merchnum_unique_count_for_Merch_num_des_zip_60
5809,card_Merchnum_unique_count_for_Merch_num_state_zip_0
5810,card_Merchnum_unique_count_for_Merch_num_state_zip_1
5811,card_Merchnum_unique_count_for_Merch_num_state_zip_3
5812,card_Merchnum_unique_count_for_Merch_num_state_zip_7
5813,card_Merchnum_unique_count_for_Merch_num_state_zip_14
5814,card_Merchnum_unique_count_for_Merch_num_state_zip_30
5815,card_Merchnum_unique_count_for_Merch_num_state_zip_60
5816,card_Merchnum_unique_count_for_Merch_des_state_zip_0
5817,card_Merchnum_unique_count_for_Merch_des_state_zip_1
5818,card_Merchnum_unique_count_for_Merch_des_state_zip_3
5819,card_Merchnum_unique_count_for_Merch_des_state_zip_7
5820,card_Merchnum_unique_count_for_Merch_des_state_zip_14
5821,card_Merchnum_unique_count_for_Merch_des_state_zip_30
5822,card_Merchnum_unique_count_for_Merch_des_state_zip_60
5823,card_Merchnum_unique_count_for_Merch_all_info_0
5824,card_Merchnum_unique_count_for_Merch_all_info_1
5825,card_Merchnum_unique_count_for_Merch_all_info_3
5826,card_Merchnum_unique_count_for_Merch_all_info_7
